class,comid
6,8270539
4,2545663
4,8306732
4,2703335
6,8268581
6,8268083
6,2664713
6,2709485
4,8287440
4,2709217
3,2706319
4,8317451
4,8273169
4,2664369
4,2706131
4,8270411
6,8267831
4,2664345
3,2709155
6,2664145
4,8287762
4,8316113
4,8272185
4,2703171
4,2708619
4,8273265
7,8272455
4,2708739
4,8318171
3,2705619
4,8318559
7,8272045
4,2546425
4,8285546
4,2714307
4,2710659
4,2706295
4,2662135
4,2702717
7,24681177
4,8286656
3,8308364
4,8287140
4,2544289
4,8272951
6,2664317
6,8271809
4,8318589
3,8308146
3,8320023
4,8317847
4,8272937
4,8317563
3,2710617
4,8315767
4,8315589
6,2664875
4,8285358
6,2705819
4,8270863
4,2708873
4,2709103
4,2709413
6,2703225
3,8320193
6,2705833
4,8319319
4,2544661
4,2706747
4,2703155
6,8270495
7,2664303
7,8307096
4,2709467
4,2702231
4,2702573
3,8308828
7,2705391
4,2664349
3,8295565
4,2665181
4,2664251
3,8297695
4,2544621
4,2663691
4,8287074
4,2707357
4,8272475
6,8317005
6,8271871
4,2705625
6,8271905
6,2666277
3,8308112
4,2665043
4,8295427
4,2714309
4,8318607
3,8294799
4,8285554
4,2706707
6,8268735
4,2702221
4,8315757
4,8270931
6,2705825
4,8318173
6,8267967
4,8286982
3,8297523
4,8317073
4,2544645
6,8269083
7,8295133
4,8303756
3,8320139
4,8287398
4,8319347
4,2709753
4,8280777
4,2705397
4,2664685
6,8270573
4,8280871
4,8316885
6,8267839
3,8305334
4,2545517
4,2544141
4,8295095
4,8318839
4,2704023
4,2706821
3,8297197
6,2665107
4,2707103
3,8310030
4,2709225
7,24681173
4,2708511
4,2707367
4,8281053
4,8318793
4,8272399
7,8308400
6,8267677
4,2707389
6,2702277
4,8318169
4,8284992
4,2706175
3,8320145
6,8270523
7,2663735
4,2708811
3,8308164
7,8308892
3,8308092
3,8294585
4,2706783
6,8268423
4,8272457
4,8317999
4,8287388
7,8271505
6,8269069
6,2664413
6,8268109
4,8306700
4,2547709
3,8294905
3,8294701
4,2666149
4,2707177
4,8306722
4,8281795
3,8308990
6,8270399
4,8303724
4,2706485
4,8272227
4,8318175
4,8285224
4,2706523
4,2708515
4,8317877
4,2666839
3,2706267
7,8268119
4,2546343
7,8268215
4,2708499
4,2662031
4,8303570
6,2666035
7,8268365
3,8305344
4,2662275
4,8281087
4,8285034
4,8303600
4,8285276
4,8280719
4,2707271
4,8285280
4,8284790
4,2544615
4,8284970
3,8308076
4,2664045
4,8316069
4,2544151
4,2546329
4,8317963
4,8316277
7,8271955
6,8269061
4,2708659
4,8318335
7,8280919
4,2709687
4,2705417
4,2702051
4,8284950
4,2708611
4,2705857
4,8285360
4,8307172
6,2666229
4,8318535
6,8316395
7,8307134
6,2664785
3,8318633
3,8297347
4,2662263
4,2704097
4,2714289
4,8319359
6,2703411
3,8297499
6,8271877
7,2703447
4,2714315
4,8280725
4,2708835
4,8280859
4,2703433
4,2706601
4,8285418
7,8271951
4,2706159
4,2709545
4,2666347
4,2702585
4,2708801
4,8318121
4,8286696
6,8267995
4,2709149
4,2709327
4,2708577
4,8285310
4,2708443
4,2706915
6,2666221
3,8310014
4,8288630
4,2666165
4,2665787
4,2702243
4,8272357
3,8297489
6,8307020
4,2708627
6,8318297
4,2707379
4,2544689
7,8276455
4,8309170
4,2705485
4,2544727
6,2706853
3,8297491
4,2661997
6,8308566
4,8272473
6,2665539
6,8272693
3,8295299
4,2702555
3,2705875
4,2705565
4,2664461
7,8308844
3,8308528
6,8271945
6,8308788
4,2705781
3,8297217
4,8315659
3,8297533
7,8308332
4,8285406
7,2709231
4,2709351
4,2702611
6,8316887
4,8320091
4,2544281
4,2666127
4,2665785
4,2702305
4,2663979
6,8280619
4,2710671
4,8316289
3,8297339
4,2702623
4,2665199
3,8295553
4,8317891
3,2708715
4,2544171
6,8272491
4,2706985
6,2703139
6,8271913
4,8321219
6,8272581
3,8308194
6,8306814
4,8280697
6,8269131
4,8287340
6,2664103
6,2707165
3,8294917
4,8270859
6,8267801
6,8268105
7,8309068
6,8267725
4,2545531
4,8317047
4,8281189
4,8272347
4,2706723
6,2664897
6,8317003
4,2664439
3,8297687
4,2662157
6,8268439
4,8303578
3,8320163
4,2666141
4,2706733
6,8272677
4,2666153
4,2709537
7,8272301
4,8315631
6,8294785
4,2703057
4,2706835
4,2663895
7,8310006
3,8308862
4,8280995
6,2666303
4,2706623
4,8315707
6,8272589
4,8285462
4,8280913
6,2664921
4,2707129
4,2706231
4,8318217
4,8309132
6,2665979
4,8315545
6,2703141
4,2710667
4,8281039
7,2664845
4,2664077
4,2543875
4,8272449
4,2544463
3,8292849
4,8316115
3,8308932
6,8267753
7,8310050
6,2705849
6,8303616
6,2666185
3,2705495
3,8295335
4,8287320
4,8286744
3,8297175
3,8308058
7,8308644
6,8294907
7,8270753
4,8286724
3,8318779
4,8315617
3,8309222
6,8271821
7,8307564
4,8303518
4,8286988
3,948010053
6,8318021
4,2546395
6,8306720
6,8303376
4,8287350
3,8297763
4,2709615
6,8270375
6,8276491
3,8308422
6,2664641
4,8285542
7,8272065
4,2708675
4,2705593
4,8318213
3,2705771
6,8273677
3,8308158
4,8303366
4,8270883
4,2544353
7,2709365
3,8295173
3,8309116
7,8309174
4,2664175
4,8285550
5,4438382
4,2706287
6,2664485
4,8318603
4,8287472
4,2709613
4,2709637
4,2714295
3,8295033
4,2706589
3,8321245
4,8285398
4,2708673
7,8268335
6,8267963
4,8315565
6,2664751
4,2664029
4,2702597
4,2546347
6,8284780
6,8309012
4,8276477
6,8268283
4,8270513
4,2709065
4,8315607
4,2707017
4,2706259
6,8303764
7,8268537
4,2662333
4,2707227
4,2704763
4,2709565
4,2708697
6,8295185
4,2702519
4,8318097
4,8271019
4,2544575
3,8308870
4,2545667
4,8318249
6,8271857
4,8286676
4,2664923
6,2665953
6,8272215
3,8308536
4,8306810
4,2662213
3,8295297
6,8268379
4,8308300
6,2705383
4,2662143
4,2666371
4,8288628
3,8320169
6,8271973
4,8287110
4,8319335
4,2708853
7,8308650
4,2709061
4,2708571
4,2708467
4,2708793
4,2708569
3,8294677
4,8271963
7,8268187
6,8294801
3,8297361
7,8268113
4,2702103
4,8285520
6,2663813
6,8268043
4,8303716
6,2703133
3,8320141
3,8305332
4,8318125
6,2663815
4,8271485
4,2708825
4,2544525
4,2664411
4,8287590
7,8309048
4,8317985
3,8297449
4,2544443
7,8268047
4,2709769
3,8295217
6,2702317
4,2669517
4,2707145
4,2705447
4,2661987
4,8315915
4,2666343
6,2705661
4,2708805
6,2706355
3,8297769
4,8285392
4,8273263
4,2708699
4,8287506
3,8305496
4,2544139
6,8295397
7,2706725
4,2708665
3,8305294
4,2544453
6,8307212
3,8310060
6,2664745
4,2662235
4,2702703
6,8280671
4,8287552
3,8297279
6,8294771
4,2544407
4,8316275
6,2702253
4,2664293
4,2708535
4,2662167
4,8315665
4,2544419
4,8295301
4,2704767
6,2664573
4,2702603
3,8295331
7,8294909
4,2709491
3,2706033
4,2666825
4,2706951
4,8295523
6,2665549
6,8268171
4,2705577
3,8297629
3,8318379
4,2706661
4,2706223
4,8316305
3,2705467
4,2708621
6,8268213
4,2544495
7,8268259
4,2664139
4,8280613
4,8286720
3,8320065
6,8270619
3,8297693
4,2709705
4,2545573
4,2705477
6,2705945
3,8294671
4,8319941
4,8316379
4,2703233
6,2665623
4,2702613
3,8305320
4,2709641
6,8303590
4,8281005
4,8286732
4,8271025
3,8306430
4,8318675
4,8287122
6,8268007
4,8315599
4,2709499
4,2709359
6,8268469
4,8286746
4,8307014
3,8308190
3,8309286
3,8295137
6,8276449
6,2705515
4,2663911
4,2666333
4,2664831
6,8271937
3,8320151
4,8294969
6,2664841
4,8272315
6,2664727
7,8268569
4,2662209
4,8315657
4,2706653
4,8287038
3,8295313
4,8287496
4,2665573
6,2543877
4,8280923
4,2665007
4,2706881
3,8308276
4,8281839
4,8272945
7,8309188
4,8287470
4,8272389
4,2702019
3,8297419
4,8318389
4,2665947
4,8318397
6,8268577
4,8316377
4,2707149
4,8284778
3,8292799
4,2665663
4,8286784
4,8270429
3,163840046
6,8294765
4,8318483
6,8272241
3,8305468
3,8308542
4,2665961
4,8303486
4,2662241
4,8272507
4,8316255
6,2702259
3,8292863
4,2709539
4,2544465
4,2704735
4,2661935
4,8285062
4,8281719
4,8287372
3,8296455
4,2544175
3,8294579
6,8272103
4,2702699
4,2706791
4,2703303
4,8284848
4,8321265
4,8318289
4,2705421
6,8272165
4,3879974
4,2710643
6,8271443
4,2663667
4,2706963
6,8268383
6,2710605
3,8318569
4,2664357
4,8285060
4,2666179
4,2545505
6,2664133
7,8268449
6,8268691
4,8318801
7,8268501
4,8284904
3,8318543
4,2666207
3,2709281
4,8286788
3,8297607
6,8306746
6,8303440
6,8268645
4,8280833
4,8317059
4,2666089
4,8316257
3,8297733
6,8303456
3,8309122
4,8287330
4,2544787
4,8287572
3,8292797
6,8267905
3,8297371
4,8319929
4,2704077
4,8317001
4,8284990
4,8286730
4,2544377
6,2664605
4,8272105
4,8317133
4,8317857
4,8285198
6,2706353
3,8297409
3,8294137
4,8280629
4,8287084
6,2702075
4,2708781
4,2708633
4,8303624
3,8297691
4,2705673
4,8281027
4,2703213
6,8272095
4,8284902
4,8286648
7,2703127
4,8281107
3,8292853
4,8303680
7,8268139
4,2709653
4,8303446
6,2702131
4,8287574
6,2702217
3,2706401
4,2669515
7,8308834
6,8272499
4,2706209
7,8269133
4,2706415
4,2708733
4,2546355
6,8268099
4,2706875
6,8281679
6,8270463
4,8272765
4,2705579
6,2664699
3,8318677
7,8309186
4,8318337
4,8287060
7,8308532
6,2666075
4,8285420
4,2714301
6,2706541
6,2664809
6,8270473
7,8296439
6,2705841
7,8268323
4,2662171
4,2706755
4,8320075
4,8288648
6,8270409
4,2706393
6,2666399
3,8310002
3,2705507
4,2546397
7,2705385
4,8318351
3,8305328
4,8318521
4,2662129
4,2544763
4,8295503
6,8318069
3,8297573
4,2546323
4,8287724
6,2705915
4,8285516
6,8272665
6,8318405
6,8268585
4,8306844
4,2666027
4,2703401
6,8271895
7,8294879
4,8285026
4,8287550
3,8320125
3,8308428
4,2705607
4,2664737
4,2709649
3,8297495
7,8310022
4,2665515
6,8306718
4,2705473
3,2706005
3,8305290
4,2546399
3,8308212
4,2665009
4,2705479
4,8316329
4,8280817
6,2665203
4,8316063
3,8294589
3,8305338
6,8296481
4,8285366
4,8287686
3,8308170
6,2705535
4,8316099
4,2702289
4,2705729
6,8280721
3,8308578
4,2665617
4,2708705
4,2664761
4,2665065
6,8270439
4,2544147
4,8285466
6,8268489
6,2664703
6,2707085
3,2705763
4,2702285
4,2709091
4,2709667
6,8273181
4,8304602
4,8271017
6,2664781
4,8303420
6,2664909
7,8268653
7,8307026
4,8285218
6,8268203
3,8297413
3,8308998
4,8306796
6,2703261
3,8308548
3,8294987
4,8284960
4,2708701
6,8268429
4,2706253
4,2544573
6,8267881
6,2705847
4,8286728
6,2708829
4,2705831
3,8294611
4,8287744
7,8308986
7,8317355
4,2544685
7,8310046
4,8303470
4,8280867
4,8285128
4,2706961
4,2706507
4,8319997
4,2706937
3,8308938
4,2665669
7,8270823
6,2705719
4,8281667
4,2706701
3,8297269
4,8303650
4,8276497
4,2544349
4,8272401
4,8315911
4,2705341
4,2544501
4,2546361
4,2546401
4,2664063
4,2666363
3,8294711
6,8270545
6,2662335
6,8306784
4,8303574
7,8272043
3,8295073
3,8297331
3,8309980
6,8270775
4,8318695
7,8307162
7,2664877
3,8295235
4,8286752
4,8316131
4,8316179
4,2701991
4,2544177
3,2707415
4,2664031
3,8292839
4,2666219
4,2544539
6,8307074
7,8309078
4,8287688
3,2706467
4,2709053
4,2666837
6,2665037
4,2705411
4,8287376
7,8272041
4,2702615
4,2705543
6,8267779
4,8286742
4,2665649
6,8295353
4,2709095
4,2665529
3,8310004
4,8287034
4,8285508
6,948010111
4,2706635
7,8309988
4,8288664
4,2664495
4,2704743
4,2707287
3,8294629
7,8294861
4,8287522
4,8285000
4,8272725
4,8287546
6,8268669
4,2706535
4,2709617
4,8284988
4,2702627
4,2664509
4,8281125
4,8280903
3,8306794
4,8285576
4,2702671
6,8317955
4,2663625
7,2708491
3,2706277
3,8318545
3,2705927
6,8268053
3,8297421
6,2709457
4,8285340
4,8272939
4,8276467
4,2709515
4,8270719
3,2709441
4,2702545
6,2664415
7,8308654
6,8294721
4,8270725
4,8270975
3,8318681
4,2706771
4,2544245
4,8284982
6,2664219
4,2706041
4,8285288
4,8270921
4,2663821
4,8284924
4,8281003
6,8268373
4,8270933
3,8295233
4,2705901
4,8287238
4,2709127
4,8318833
4,8286686
4,8285184
4,2662081
6,2709207
6,2663771
4,8285040
4,8286652
6,8268495
3,8294749
4,8283550
4,8308318
6,8280799
4,8285172
7,8308900
4,2545657
7,24681161
6,8271921
4,8273671
6,8267775
7,2665041
4,8318271
4,8285080
4,8287424
6,8268477
4,2663215
4,8286740
6,8296431
6,8267787
6,8268557
4,2546485
6,8272657
4,8280973
4,8286600
4,8272199
3,8294125
3,8297343
4,8318219
4,8287734
4,2704747
4,8285196
3,8297213
4,8280915
4,8280879
6,8272057
4,8316345
6,2664259
4,8295283
4,8319939
6,8272281
4,8316293
4,8318143
3,8293909
4,8281261
6,8270387
4,8318203
6,8270427
3,8309256
4,8280595
3,8308308
4,2544711
6,8270379
4,8318605
4,2661983
4,2664229
3,8295365
4,2709349
6,8271891
4,2706487
3,8298707
4,2544203
6,8272655
4,8281017
4,2708741
6,2708451
3,8305490
4,8270695
4,8285258
4,8295303
4,2708769
6,8270467
6,2666365
4,8295359
6,2664741
3,2705497
3,8292809
7,2664473
6,8271445
4,8303524
4,8286726
4,2664005
4,2665601
4,2709659
3,2706321
4,2706663
4,8287422
6,8272271
3,8294595
4,2706815
4,8318383
3,2706587
4,8318387
4,2706613
4,8288622
4,2708679
4,2544847
4,8315711
7,8308738
3,8318345
4,2706719
4,8270947
3,8294599
4,2705501
4,8286772
4,2544603
4,2709717
3,8308260
4,2703187
4,2708775
3,8295319
4,2709549
6,8308686
3,8308966
4,2706397
6,8272175
4,2706833
6,8303462
4,8303594
4,2546353
6,8267819
4,8318753
6,8267977
4,8318009
4,2546297
4,2543873
4,2702515
4,2664299
4,2661971
4,3879552
4,8316097
6,8268025
4,8287128
4,2706765
3,8308470
4,8281709
3,8294967
4,8318595
4,8285334
4,2708761
4,8286774
6,2703425
3,8320155
6,8269155
4,8285268
3,8297403
4,2706767
3,8295063
3,8320069
4,8319369
3,8295043
6,2664895
4,2544321
7,8268673
6,2705839
4,2662315
6,2706497
6,8306788
4,8271015
3,8308398
4,2666325
4,8272681
4,8272959
4,2662283
4,8286678
4,8303450
4,2705939
6,2544205
7,2666359
6,8308504
3,8292803
4,2708603
4,8285222
3,948010147
6,8308666
4,2702619
4,2544437
4,2666269
4,2544131
4,8287358
4,2662285
4,2546369
6,2708429
3,8297699
4,2708657
4,2545577
6,8267847
4,2707065
4,8303494
3,8305504
4,2709269
7,8308372
4,2702541
4,8285534
4,8280999
3,8310010
4,8284980
3,8305368
4,8285558
4,2544545
4,8316831
4,8270839
3,8309934
6,2709237
4,2705753
6,2706955
6,8272549
4,2708645
6,2663811
6,8267781
7,8307082
7,8308902
4,2708593
6,2705443
3,8318439
6,2702257
3,8297287
4,2545489
7,2666357
4,8308362
4,8272381
4,2710637
6,8268115
3,8309972
4,8315621
6,8268565
7,8308930
4,8287348
7,8308886
4,2707173
3,8297455
4,2708803
4,2544415
6,2664849
6,8271923
4,8306964
4,2705405
4,8287236
4,8284844
4,8287716
4,8287672
3,8297469
4,2705937
4,8315751
6,8318011
6,2703135
4,8270877
4,2708693
4,2710635
4,2546431
3,8297561
4,8318609
7,2705375
4,8308412
4,8286700
4,2706095
4,2544481
3,8294869
7,8307070
4,8272067
4,8316323
6,2664559
6,8270639
6,8270579
4,8284882
4,2706147
4,2706505
6,8317157
4,8287368
4,2546407
3,8295579
4,8317089
4,2702013
4,8294961
4,8307576
6,2708857
6,8309248
4,8271001
4,8316195
4,8270973
4,8270841
6,8268617
4,8318095
4,2665533
4,8280933
4,8309110
6,8267855
3,8308724
4,2546437
4,8303690
4,2707391
4,2702269
6,8269063
6,8267865
4,8295193
4,2544483
4,8287070
3,8294651
6,2664799
6,2666131
4,8295207
6,8307110
6,8271865
4,2666829
3,8297229
3,8292895
3,8308586
4,8321267
7,8307030
4,2662187
4,8285144
4,8271021
7,8307168
6,8273157
7,8280901
6,8294883
4,2706739
4,8280753
4,2546423
6,8303662
4,8271473
3,8295253
4,8285192
4,8288640
7,8308508
6,8272183
6,8272387
4,2710647
4,2706803
4,8286702
6,2665559
4,8286756
4,163840056
4,2702737
3,8294953
4,2706129
4,8287006
4,2544819
6,8267793
7,8309070
4,8303734
6,8270445
4,8317363
7,8308736
4,2546255
3,8294851
4,2664075
4,8286966
4,8316191
4,8280873
3,8320025
4,2663899
3,8308272
4,2662301
4,2709133
3,8297597
3,8306434
6,8294787
3,2705537
3,8297389
6,8270527
3,8292837
4,8286680
4,8317377
4,2702621
4,2544687
6,8268547
4,2703077
6,8270701
6,8318025
6,2664149
3,8297563
4,2662343
4,2709487
3,8297669
6,2663731
3,2707321
4,8303768
4,2709597
4,2702589
4,8304600
3,2705589
4,2702059
7,8317065
3,2710611
6,8268165
6,8309050
4,8272353
4,2705797
3,8297199
4,8280755
7,2705699
3,8308984
6,2664037
4,2708597
4,8283538
4,8271055
4,2662149
4,8270745
6,8280761
6,8268291
3,8318777
4,8308154
7,2664879
4,2707021
6,8295049
4,2706959
4,2664059
6,8267805
3,2705801
6,8268687
6,8303396
6,8303406
4,2708771
4,2666279
4,8320051
3,8320031
4,8323697
4,2664165
6,8269091
6,2664915
4,2706975
4,24681159
4,2544705
4,8270871
4,2661991
4,2665597
4,2703379
4,2664773
3,8308048
4,8303760
4,8316371
4,2707007
4,8285386
6,2666005
4,8281221
6,8268663
4,8276513
6,2703047
6,8295011
4,8281011
6,8285046
4,2544563
7,2702247
4,8318787
6,8294873
4,2664083
4,8287500
4,2709307
6,8272019
4,3879558
4,8316803
4,8295191
4,2708815
4,8318497
6,2666827
4,8280785
4,2708661
4,2664447
6,2545475
3,8320191
4,2664585
6,2703435
4,2708641
6,2665113
4,8308360
3,2708509
4,8316183
4,8285106
3,2709421
7,8309214
3,8305454
3,8320041
4,8285206
4,2707261
3,8292861
4,8285472
3,2709271
4,8286708
6,2664339
3,8296489
4,2709751
4,2705919
4,8318017
6,2709311
6,8303522
7,8308926
4,2547731
4,2706585
7,8309060
4,2706761
3,8318729
6,2664619
4,8280669
6,8295069
4,2705445
3,8297547
4,8286606
4,8303500
4,2544221
4,8295463
6,2709329
4,8318053
4,2663631
4,2544789
3,8308050
6,8272297
4,8287584
4,8316359
4,8319367
4,8280897
6,2665205
6,2702157
4,8287568
4,2709731
6,2706099
4,2703971
4,8295179
4,8284894
3,8305436
4,8286754
6,8268437
3,8308556
6,8269105
4,2544691
4,2708863
6,2709315
4,2546267
4,2707249
3,8320135
4,2707299
4,2662245
4,8318291
7,8268277
3,8308036
4,163840057
4,2663969
6,8276487
4,8316861
4,2709591
3,8308368
7,8307216
4,2707281
6,2705971
4,2544123
6,8268427
4,2705793
4,8287028
6,8318035
4,2544493
3,8308944
3,2705909
6,2666097
4,2664257
4,8320177
4,2545575
6,8268353
4,8308132
4,8270733
3,2705955
3,8292889
7,8271977
3,8308166
6,8268453
4,2705779
4,8287476
6,2702153
4,2663781
4,8318791
4,8280703
4,2702189
4,2708605
4,8281141
4,8317905
4,2706559
4,8318077
6,2709357
4,2663949
4,8272113
4,2663975
3,2705821
4,24681163
4,2703471
4,8317343
4,2703397
6,8272495
4,2663611
4,8303666
4,8288674
6,2664153
4,8287418
4,8273269
4,2705423
4,8273669
4,8281663
4,8276461
4,8317041
4,2702595
3,2705491
3,8297381
4,2706931
4,8272273
4,8315577
6,2703391
4,8273257
4,2664053
4,8318599
3,8294757
4,8306702
4,8316295
6,8270593
4,2546421
3,8320167
6,8272253
7,8272009
4,8317077
4,2709695
6,8268487
6,2702205
4,8315821
4,8284914
6,8267971
6,2706239
4,2705511
4,8318245
4,8272633
6,2705353
4,8315855
6,8272313
4,8280953
6,8270537
3,8310026
4,8318285
4,2708791
3,8310070
4,2547529
4,8281193
3,8297641
4,8272561
3,8295305
6,8272159
4,2706531
4,8272615
4,2702721
6,8272265
7,8307214
4,2702705
4,2709629
6,2666061
4,2709121
6,2706463
4,8285044
3,8292805
4,2703383
4,2545553
4,8281191
4,2702601
6,2665019
6,8267827
7,8268325
6,8271875
4,2705503
4,2544771
4,2546449
4,8315709
3,8308658
4,2708807
4,8287230
4,2546445
4,8273175
4,2705415
4,2544595
6,2706087
4,2661951
4,8280991
3,8297395
6,948010112
4,8308316
4,2705843
4,2707111
4,8283548
4,8316815
3,8294689
6,8270709
4,2544285
4,8309200
6,8268045
3,2705509
4,8303504
4,2666405
4,2662137
4,2664883
6,2663825
4,2546413
6,8284764
7,2662229
6,8318361
4,2544797
6,8267769
3,8297267
6,2664179
4,2544647
3,2705549
4,163840055
4,2544801
4,2706135
4,8287564
4,8287600
4,8317099
4,8315917
4,2702287
4,8315851
4,2544485
4,8315853
4,8308310
4,2707183
4,2706735
4,8315625
3,8295373
4,8286722
6,2706863
3,2708459
3,8308826
6,2709377
3,8305362
4,8276505
4,8295351
4,8287360
7,8307100
4,2662033
6,2705813
4,2709081
3,8318381
4,2706811
6,2664807
4,2707363
4,2702653
3,8310068
4,2706841
4,2702165
4,8283572
4,8287210
7,8310040
6,2707015
6,8306766
4,2708833
3,8321277
4,2665943
4,8318843
4,2707221
4,8287154
3,8295237
6,2665051
7,2664425
6,2664319
6,8270669
3,8297615
4,8303562
4,2702551
4,8271033
6,8272101
4,8307000
7,8308884
4,2664521
4,8318513
4,2704727
7,8308522
4,8287508
4,8281837
4,2544551
4,8318619
6,2705561
4,2707309
6,2707225
3,8292893
7,8308888
7,8309080
3,2705773
4,8270809
6,8272117
3,8310042
4,2663703
3,2707347
6,8268065
4,8285512
3,8308918
6,2666295
4,8316151
4,8317945
4,8286796
4,8273253
7,2709445
7,8309182
4,8317079
4,2708861
6,8270583
4,8280935
4,8306744
6,2665169
6,8317881
6,2707151
6,8303378
4,8316111
4,2662085
4,2703217
4,8303638
4,2665039
3,8318771
4,2708881
4,8285354
3,8305348
4,8317161
4,2702055
7,8271927
6,2709057
4,8287296
4,8303528
6,2664961
4,2707025
7,8309102
4,8287066
6,8270611
4,2706603
4,2706357
6,8295355
3,2705745
6,8267993
3,8318591
4,2708875
6,8295567
6,8269095
4,2546455
4,8285540
4,2709089
4,2665783
6,8267935
4,8280687
4,2706891
7,8307118
4,2704773
3,8305350
4,2707371
4,2702673
4,8284892
3,8308640
3,2710615
4,2708589
7,2665117
6,8267773
4,2544577
4,2709069
4,2706263
4,2663857
4,2705769
6,8308810
4,2544343
3,8309930
6,8268651
4,8303702
4,2708667
4,8316951
4,8315813
7,8271889
4,2701981
7,8276457
6,2702633
4,8316319
3,8309990
4,2706669
6,8271933
3,8297383
3,8308598
4,8316251
4,2544499
4,2710663
4,2705427
4,8295437
4,2546367
3,2706381
6,8276479
3,8294597
3,2709087
4,8285086
4,8285552
6,8306724
4,8315755
4,8284782
4,8315847
4,8285208
3,8297223
6,8270663
4,2663723
3,2709455
6,8269085
6,8272309
7,8308856
6,2665955
4,2709325
3,2705513
7,8308882
4,2708711
4,8318799
4,2708747
4,2663711
6,2664719
4,2710609
4,2703283
6,8303540
4,2665165
4,8318221
3,8297667
7,8307566
4,2708745
4,2544185
4,8318177
4,8281735
3,8318401
7,8308630
4,2664263
6,2665211
4,2545569
4,8285488
4,8281257
4,2714287
4,2704769
6,2709267
6,2705921
3,8308214
6,8308446
6,8268407
6,8270677
4,8318041
4,2702583
4,2709693
3,2705973
4,8295047
4,2714311
4,8285446
4,2544609
4,8284918
6,8306906
4,8285388
6,8268101
6,8272299
4,8285210
6,2702631
4,8287390
4,8285574
6,8317869
4,2704731
4,2706865
3,8321235
4,2703965
4,2709689
6,2703153
4,8285090
4,8285518
3,2707237
3,8297517
4,2665569
4,2703273
3,8297593
4,8306838
4,2544157
4,2665547
4,8284768
4,2664191
3,8297261
6,2666421
4,2702577
4,8280869
3,8294663
7,2664435
4,2544401
6,2665143
4,2705471
6,2706615
6,2703231
6,2664901
3,8318649
4,8280665
4,2707275
6,8268595
6,2664043
6,2664653
4,2704741
7,8308766
3,2706215
4,8270967
4,2544161
7,2702219
6,2666395
4,2662189
4,2708743
3,8309946
6,2664661
4,8280925
6,2702249
6,8271511
4,2665193
4,8271487
4,8283574
4,8287082
7,2663661
3,8297475
7,24681179
3,2706205
6,8308558
6,8309034
4,2707147
3,8294911
3,2705525
6,8271851
4,2709075
7,8271513
4,8307006
6,2664821
4,2708855
6,8272691
6,8268135
6,8318281
6,8269111
4,8285308
6,2664513
4,8316819
4,2706809
4,2663633
6,8267919
6,8272479
6,8271885
4,2709309
4,8316155
4,8285018
3,8297369
3,8297539
6,2664287
6,2664631
3,8305310
6,8280731
7,8268541
6,2705703
4,2544829
3,8310038
4,8270993
6,8270637
4,8318469
3,8308288
4,8288646
4,8271051
4,2702293
6,8272139
6,8268741
6,2707403
4,8280847
6,8268295
6,2706489
3,2705701
4,2665055
4,2663659
6,8272135
4,8317863
4,2708753
6,8306832
4,2544345
4,2714323
7,8280737
6,2666275
7,8309082
6,8294841
4,2666845
6,2706179
6,8270451
4,8316335
4,2663195
4,2546475
4,2710669
4,2665521
4,2664519
6,8271909
6,8272001
4,2702543
4,8287586
4,2702657
3,8308088
7,8268311
6,2705981
4,2544279
4,8281847
4,2546363
6,2666327
7,8281251
4,2709517
4,8286750
6,2705907
4,2663879
3,8297777
4,2705743
4,8287562
4,2706411
7,2664687
3,8308512
4,2706945
3,8320085
4,2544799
4,8306944
4,8285548
4,8276503
6,2707157
6,8303370
4,8308234
6,8308618
4,8320171
4,2706741
4,2663803
4,2702733
4,8270945
6,2710649
4,8295453
4,2709673
4,2707135
7,8281161
3,8308832
3,8305316
4,8287274
4,8303482
6,8268091
4,2703461
6,2703423
6,8268071
3,8294747
3,8320147
4,8303652
7,8271995
7,8272717
3,8297657
7,2666355
3,8309942
6,2709431
4,2664081
4,8303496
4,8287266
6,8303384
4,8272415
6,8303710
4,8315819
3,8295471
4,8285182
4,8304616
4,2706703
7,8308634
3,8297209
4,8288668
4,8287048
3,8292851
4,8280723
4,2706149
4,2708763
3,8305396
4,2544813
3,8320109
6,8272685
4,8272953
6,2664981
4,2662165
4,8280783
4,8315585
4,8286780
6,2664965
4,8273233
4,8317015
4,8285526
4,8306846
4,8318399
4,8316341
4,8303738
4,2706073
6,8269113
4,8315603
4,8318747
6,8268159
4,8285454
4,2710651
7,2664697
4,8284952
3,8321275
4,8295203
4,2544713
4,8306986
4,2706111
3,8292817
4,8285008
4,2663889
4,2663219
4,8315695
6,8268533
7,8307114
4,8303642
4,8270853
4,8287752
3,8308720
4,8316801
4,8284800
4,8272941
4,2544697
3,8308378
3,8320181
4,8273673
4,2663595
3,8308524
4,2544373
7,8308784
4,2664723
6,2703375
6,8268077
4,2702081
4,8272721
6,2664683
4,8270979
4,2710653
4,8308732
4,2664093
3,2705551
4,2547725
3,8320001
3,8294963
6,2703145
6,8271993
4,2703161
4,2709745
3,2709241
4,2702677
4,2702275
4,8318385
4,8315633
6,2666381
4,8270885
3,8308254
4,8318349
4,2705585
4,2709755
4,2706969
6,8307050
6,8267875
4,2702659
6,2705393
6,2707105
4,2661927
3,8308776
6,8267767
4,8318103
4,8316357
6,8272053
3,8318761
4,2709575
4,2703419
4,2544425
6,8269089
4,8318059
6,8316913
